class,feature029,feature046,feature060,feature062,feature064,feature065,feature066,feature068,feature097,feature104,feature125,feature170,feature268,feature332,feature342,feature442,feature511,feature563
X0,74.1667,138.0418,1.8318,10.5986,11.4664,18.1682,22.0115,1.5268,0.1105,-0.0117,15.66,0.491,0.1229,0.0315,2.2202,0.5329,51.3919,264.272
X0,68.7667,142.5073,0.91,10.1774,11.4445,19.09,24.9957,1.1364,-0.1741,-0.0133,15.91,0.278,0.0342,0.0791,1.8511,0.8807,30.1602,265.766
X0,67.9556,126.9727,15.81,10.9314,18.7563,24.19,29.5935,1.059,0.6421,-0.0102,15.88,0.345,0.0935,0.0985,2.5724,1.1869,66.6667,264.272
X0,68.0889,137.3309,0.2655,10.4077,10.2814,19.7345,25.8087,0.9688,-0.0457,-0.0137,15.95,0.157,0.0215,0.105,4.999,0.832,32.0875,265.17
X0,69.2,126.6418,7.8264,10.3771,11.62,12.1736,19.6859,0.82,0.245,-0.0057,15.99,0.281,0.0305,0.0977,4.0923,1.1869,70.1754,268.462
X0,70.5111,136.2027,-2.1709,10.4529,11.6928,22.1709,27.2628,1.0252,0.1036,-0.0111,15.82,0.408,0.1213,0.0892,1.8102,0.7719,47.8016,248.242
X0,63.3444,126.1227,20.5509,10.7884,18.3472,19.4491,24.9395,1.0593,-0.1494,-0.0031,15.83,0.047,0.0437,0.0759,1.578,1.0459,68.8372,264.272
X0,64.7222,117.2991,26.1536,10.8541,15.4336,13.8464,19.162,1.0738,-0.1853,-0.0075,15.84,0.243,0.0671,0.0942,3.3641,0.7747,45.2579,266.284
X0,63.9222,133.5582,1.1591,10.3024,14.6254,18.8409,26.7301,0.882,0.1022,-0.0099,15.82,0.093,0.0778,0.0994,3.415,0.9255,56.6372,248.124
X0,72.8222,119.7282,27.4627,10.6245,10.4509,12.5373,17.8135,1.1733,-0.0157,-0.01,15.88,0.175,0.0608,0.0942,2.0858,0.596,36.8618,265.122
X0,76.0556,145.0436,-2.3264,10.305,11.6827,22.3264,29.784300000000002,0.8268,-0.0829,-0.0116,15.76,0.228,0.1235,0.0863,1.6017,0.4744,32.6882,264.272
X0,67.2667,138.51,-1.4327,10.4306,11.3285,21.4327,29.6922,0.8605,-0.0518,-0.0126,15.69,0.749,0.0621,0.0851,1.6205,0.685,41.3519,253.14
X0,67.6556,124.9809,25.9591,10.396,15.3845,14.0409,21.3459,0.8672,-0.0565,-0.0093,15.7,0.112,0.0874,0.0754,3.3713,1.0959,64.1711,258.464
X0,64,123.4118,4.3109,10.8505,10.3099,15.6891,18.6087,0.9112,0.1323,-0.0037,15.74,0.304,0.0746,0.085,2.0215,0.8681,126.5993,259.738
X0,72.0111,141.1745,-2.4818,10.3718,11.2827,22.4818,30.222,0.8746,-0.2534,-0.0091,16.01,0.599,0.0349,0.0824,1.5416,0.6385,49.2476,268.894
X0,75.1889,129.96,6.0773,10.4516,9.4155,13.9227,18.5996,0.9241,-0.0885,-0.0077,15.71,0.307,0.0779,0.108,2.2933,0.9725,66.0194,251.718
X0,74.9556,142.1055,1.2109,10.2464,5.9698,18.7891,19.5172,1.4215,0.0595,-0.0097,15.86,0.581,0.0496,0.0851,1.4385,1.0199,16.5589,264.272
X0,67.2667,133.6991,4.4091,10.3443,12.2082,15.5909,22.6131,0.9427,-0.3545,-0.007,15.73,0.151,0.0862,0.0976,2.5223,1.0323,71.1744,248.98
X0,67.9556,126.9727,15.81,10.9314,18.7563,24.19,29.5935,1.059,0.6421,-0.0102,15.88,0.345,0.0935,0.0985,2.5724,1.1869,66.6667,264.272
X0,74.0111,141.7064,3.3691,10.2472,12.0182,16.6309,22.863,0.8433,0.0616,-0.0111,15.73,0.768,0.045,0.089,2.4916,0.5858,52.1348,259.364
X0,69.9778,130.7773,2.0664,10.4044,8.608,17.9336,23.7087,0.9256,0.1759,-0.0092,15.82,0.293,0.0556,0.0938,3.3398,0.687,41.3605,248.552
X0,73.5667,145.4491,-4.6173,9.6825,4.4964,24.6173,30.6183,0.9624,0.0471,-0.0094,15.77,0.154,0.0916,0.0829,2.3702,0.9707,58.5885,273.094
X0,77.3444,135.77,-1.86,10.665,17.9545,21.86,27.0072,1.1153,0.1938,-0.0099,15.71,0.563,0.1041,0.0363,2.1036,0.7506,52.7919,264.272
X0,67.4222,131.8018,5.3118,10.3578,10.2716,14.6882,18.8275,1.1057,-0.0935,-0.0051,15.93,0.496,0.0767,0.0939,1.6628,1.0147,68.6275,251.342
X0,68.8667,141.5509,-0.5345,10.3752,15.66,20.5345,28.1991,0.9116,0.171,-0.0134,15.66,0.764,0.1229,0.0315,4.1417,0.3512,47.7167,272.888
X0,67.6111,133.0673,3.4827,10.4215,7.1064,16.5173,21.1961,1.0626,0.0749,-0.0099,15.95,0.473,0.0357,0.0911,2.8258,0.8146,42.3707,266.786
X0,67.4111,146.9073,-3.1227,10.2565,15.3963,23.1227,31.4849,1.0689,-0.0993,-0.0111,15.54,0.339,0.0917,0.0819,2.2122,0.9332,45.9459,248.15
X0,66.0222,136.8891,-4.6109,10.4773,15.2727,24.6109,31.4433,0.8932,0.0413,-0.0142,15.81,0.146,0.0814,0.0733,3.1314,1.1213,25.3521,264.272
X0,73.6889,147.1345,3.7136,9.9946,9.1571,16.2864,22.1972,0.8211,-0.0861,-0.0107,15.75,0.775,0.12,0.1,1.7899,0.7233,44.9649,264.272
X0,66.0556,129.4836,-19.1518,11.1129,32.0718,35.5718,46.9227,0.9643,-0.1697,-0.0056,15.85,0.104,0.0625,0.0658,1.6553,0.9836,52.0179,265.006
X0,74.0556,144.7727,-3.6145,10.176,6.9536,23.6145,28.9017,0.8958,0.1432,-0.0151,15.75,0.598,0.1032,0.0807,1.5874,0.9276,39.6694,264.272
X0,71.9111,139.6155,-2.0655,10.359,9.4297,22.0655,27.4762,0.9006,-0.0313,-0.0125,15.93,0.376,0.1161,0.0812,1.9484,1.0404,29.6,264.272
X0,67.8111,124.6173,2.5336,10.8157,19.2555,17.4664,24.25,1.0324,0.0934,-0.0113,15.97,0.117,0.0287,0.0278,2.12,0.7593,41.6851,250.022
X0,66.7111,127.3373,29.1164,10.1586,10.4873,10.8836,17.7568,0.8446,0.1224,-0.0056,15.8,0.178,0.0699,0.0778,2.6404,0.8735,66.5169,265.82
X0,64.4222,126.0918,21.39,10.7532,20.2036,18.61,26.658,1.0633,-0.4668,-0.007,15.82,0.132,0.0214,0.0759,1.3506,1.0459,90.4847,264.014
X0,69.3,136.2736,-2.4345,10.3694,14.9827,22.4345,29.627,0.8907,-0.0614,-0.0101,15.8,0.359,0.0777,0.0699,1.7924,0.7053,52.6708,264.272
X0,68.4222,133.1727,0.8073,10.3092,10.9036,19.1927,27.6301,1.1598,0.5854,-0.0045,15.88,0.561,0.0411,0.0778,2.4278,1.2364,141.4365,266.808
X0,76.8556,144.0718,-1.9982,10.36,8.4327,21.9982,28.1555,1.0101,-0.1962,-0.0083,15.73,0.628,0.102,0.1071,4.2575,0.8427,59.97,264.272
X0,66.2889,131.4718,3.5355,10.4429,10.8064,16.4645,23.6548,1.0794,0,-0.0093,15.62,0.267,0.0684,0.085,5.2439,0.577,44.1454,253.652
X0,70.1556,137.8273,-0.3136,10.4516,14.3272,20.3136,24.218,1.1005,-0.0909,-0.011,16.07,0.763,0.031,0.0326,3.6164,0.7534,63.5641,273.614
X0,67.4556,132.3436,1.5018,10.3865,9.0364,18.4982,23.6088,0.8499,-0.1541,-0.0075,15.89,0.185,0.0732,0.0998,3.9325,0.7928,61.4357,263.176
X0,69.4222,144.7855,-0.81,10.1909,13.4236,20.81,29.1501,0.8527,-0.2807,-0.0059,15.74,0.222,0.0307,0.0936,5.0746,1.0135,66.6667,264.958
X0,73.4,141.9873,-1.3018,10.5007,8.2146,21.3018,27.3802,0.9844,-0.1125,-0.0096,15.51,0.671,0.0884,0.0337,3.1853,0.8471,50.9091,264.272
X0,74.1667,138.0418,1.8318,10.5986,11.4664,18.1682,22.0115,1.5268,0.1105,-0.0117,15.66,0.491,0.1229,0.0315,2.2202,0.5329,51.3919,264.272
X0,67.6111,137.6518,-1.7982,10.3683,9.7697,21.7982,25.6366,1.1234,0.0674,-0.0174,15.91,0.1,0.039,0.0932,2.4282,0.8883,32.1377,249.146
X0,69.8444,140.6482,-1.2518,10.4536,13.3418,21.2518,27.0255,1.0866,-0.041,-0.0091,15.99,0.196,0.0341,0.0813,2.3637,1.1248,44.9931,264.272
X0,70.5,129.4845,1.4791,10.7714,13.0255,18.5209,26.0917,0.647,-0.1132,-0.0113,15.69,0.757,0.077,0.0374,1.7237,0.4254,23.8411,248.184
X0,75.7222,125.7555,1.1136,10.7236,13.9519,18.8864,23.1136,1.0586,0.2134,-0.0102,15.73,0.496,0.0916,0.0621,2.7347,1.0216,58.5366,262.14
X0,70.6889,141.7582,1.2836,10.2478,10.1086,18.7164,23.8157,1.0014,0.0765,-0.012,15.97,0.162,0.0413,0.0775,5.4564,0.6987,28.3333,264.47
X0,72.3444,136.9627,-0.7245,10.3189,6.8847,20.7245,25.9809,1.0888,-0.1062,-0.0137,15.74,0.68,0.1107,0.0841,2.3162,1.0541,26.2056,267.526
X0,65.8333,138.93,-17.9336,10.9705,29.0909,28.6982,39.8602,0.8568,-0.1614,-0.0045,15.78,0.096,0.0921,0.0871,1.8287,0.7574,103.8674,260.87
X0,69.0111,132.0873,-0.95,10.7609,21.2546,20.95,31.2129,0.481,-0.0315,-0.0127,15.52,0.669,0.1192,0.0328,1.9135,0.6605,40.118,273.116
X0,66.7889,133.6891,-1.02,10.536,11.7263,21.02,24.7298,1.504,0.0982,-0.0088,15.6,0.536,0.1073,0.0894,1.8277,0.5194,64.7727,264.272
X0,70.3,129.4791,4.1782,10.5345,15.4109,15.8218,22.3865,0.9039,0.1958,-0.0092,15.9,0.137,0.0449,0.1036,3.9798,1.0338,59.0164,267.588
X0,70.1556,137.8273,-0.3136,10.4516,14.3272,20.3136,24.218,1.1005,-0.0909,-0.011,16.07,0.763,0.031,0.0326,3.6164,0.7534,63.5641,273.614
X0,70.2444,141.4536,-5.8818,10.3143,16.8182,25.8818,32.8121,0.9126,0.152,-0.0119,15.65,0.371,0.0583,0.1017,1.6822,0.587,31.8658,271.446
X0,68.6333,130.3027,1.4464,10.6531,14.8863,18.5536,23.7545,0.9854,0.1703,-0.0118,15.97,0.603,0.0413,0.0929,2.267,0.8231,65.1163,250.776
X0,74.4444,134.5873,1.1627,10.444,17.0691,18.8373,27.6476,0.9325,-0.0965,-0.0131,15.72,0.278,0.0697,0.0656,3.3065,0.9726,37.3333,264.272
X0,65.3667,148.9636,-1.2991,10.1156,33.4336,33.0082,45.4755,1.0133,0.5176,-0.0049,15.75,0.433,0.0679,0.0968,2.417,0.7574,56.1743,264.272
X0,67.5333,123.9582,3.1382,10.7514,12.9264,16.8618,21.725,1.0773,0,-0.0086,15.66,0.436,0.0733,0.0621,3.1969,0.5284,44.1219,261.888
X0,68.9556,137.1045,-0.3236,10.4302,10.2582,20.3236,24.2157,1.0326,-1e-4,-0.0118,15.72,0.124,0.0697,0.0658,1.6014,0.7642,33.9703,263.058
X0,68.3556,135.8855,-1.3127,10.7219,19.2809,21.3127,29.3734,0.9521,0.1874,-0.0112,15.64,0.237,0.0962,0.0353,2.4013,0.4685,30.3233,249.998
X0,62.2889,133.5282,-0.6609,10.4705,12.8537,20.6609,28.2815,0.9897,0.0028,-0.0109,15.73,0.789,0.0777,0.091,2.4719,0.8163,25.7471,248.866
X0,69.3778,142.6145,3.6664,10.0451,9.8418,16.3336,21.3671,0.9487,-0.1124,-0.0126,15.63,0.11,0.0814,0.0819,1.2959,0.7532,30.1288,266.28
X0,75.3889,134.6336,0.9909,10.4432,19.5418,19.0091,29.1406,0.8201,0.1904,-0.0118,15.71,0.683,0.0734,0.0875,1.9118,0.5779,54.1799,264.272
X0,75.0444,141.5936,-4.6227,10.438,13.1682,24.6227,33.171,1.036,-0.1027,-0.0109,15.9,0.431,0.0372,0.1103,3.0708,0.5765,36.6972,264.272
X0,68.1667,152.1418,-0.2618,9.7566,5.9227,20.2618,25.2206,0.9436,0.3357,-0.0079,15.88,0.465,0.0608,0.0937,6.2657,0.8343,88.8889,264.272
X0,68.3,133.7727,17.1627,10.5233,15.9563,22.8373,28.6681,1.0366,0,-0.007,15.83,0.428,0.0286,0.0714,2.3283,0.4184,54.5781,264.368
X0,77.3444,135.77,-1.86,10.665,17.9545,21.86,27.0072,1.1153,0.1938,-0.0099,15.71,0.563,0.1041,0.0363,2.1036,0.7506,52.7919,264.272
X0,75.0333,152.8255,-1.65,10.0689,11.5891,21.65,29.6873,0.8647,-0.0647,-0.0136,15.77,0.489,0.0916,0.0791,1.8863,0.6254,40.5157,264.376
X0,73.1222,145.9573,-6.6618,10.3557,8.8239,26.6618,33.4282,1.0312,-0.0111,-0.0109,15.65,0.361,0.0583,0.1103,2.5969,0.5765,33.9061,265.304
X0,73.1222,145.9573,-6.6618,10.3557,8.8239,26.6618,33.4282,1.0312,-0.0111,-0.0109,15.65,0.361,0.0583,0.1103,2.5969,0.5765,33.9061,265.304
X0,66.2,143.0718,0.4836,10.2084,11.7073,19.5164,26.2174,0.9488,-0.1808,-0.0052,15.84,0.325,0.0322,0.0914,1.8126,0.9965,102.9126,263.066
X0,70.2333,144.6182,-4.72,10.3544,17.3991,24.72,34.0215,0.9578,-0.0199,-0.0116,15.61,0.837,0.1244,0.0299,2.6811,0.932,21.5517,271.072
X0,66.9,147.69,-2.6673,9.7782,11.7536,22.6673,31.016,0.8572,0.0425,-0.0109,15.95,0.443,0.0357,0.0855,5.5925,0.8231,65.9039,252.2
X0,72.6222,144.2091,1.7791,10.2995,10.7126,18.2209,24.0609,0.8878,0.3775,-0.0107,15.75,0.139,0.0482,0.03,3.0567,0.7392,32.7485,264.272
X0,66.9222,158.9564,-5.6018,9.9566,13.4373,25.6018,33.4591,1.0015,-0.0211,-0.0026,15.73,0.441,0.0862,0.0969,2.7318,1.1638,44.8598,268.462
X0,73.0556,136.57,-5.65,10.5866,12.3746,25.65,31.1416,0.9347,0.10780000000000001,-0.0102,16.02,0.449,0.0347,0.0832,1.7046,0.9136,58.8957,251.964
X0,71,134.7582,22.1027,10.4788,17.02,17.8973,25.0401,1.0546,0.2765,-0.0095,15.85,0.164,0.0645,0.0943,3.0642,0.7507,60.0791,264.48
X0,70.8444,145.9745,-3.5727,10.3797,10.8718,23.5727,30.7204,0.9059,-0.288,-0.0082,16.01,0.916,0.0349,0.0326,2.8456,0.7534,62.006100000000004,271.574
X0,75.2667,137.05,-3.01,10.4788,11.6391,23.01,27.0311,1.4492,0.2533,-0.0095,15.69,0.334,0.1061,0.0851,1.2251,0.9091,47.2441,264.272
X0,71.1444,127.5673,4.7573,10.8015,7.2728,15.2427,19.8525,0.9235,0.2496,-0.0095,15.77,0.46,0.1283,0.0783,3.0107,0.5967,42.0499,264.272
X0,70.4444,144.7736,-2.63,10.3605,13.1382,22.63,29.1444,1.1155,0.0756,-0.0093,15.91,0.531,0.0342,0.0819,2.2448,0.5377,67.7419,264.272
X0,75.8111,139.5655,-1.4173,10.538,9.699,21.4173,27.2716,1.0728,-0.0736,-0.0163,15.73,0.447,0.102,0.1071,2.0989,0.8427,25.2308,250.084
X0,72.3778,145.4745,5.9345,9.728,9.4222,14.0655,17.8357,0.8638,0.056,-0.0104,15.72,0.167,0.0858,0.09,1.5478,0.9232,44.9761,270.314
X0,74.0667,147.6345,-1.9727,10.0174,12.0643,21.9727,29.0827,0.8451,0.3114,-0.012,16.07,0.533,0.031,0.1,1.2355,0.8076,53.3333,264.272
X0,77.3444,135.77,-1.86,10.665,17.9545,21.86,27.0072,1.1153,0.1938,-0.0099,15.71,0.563,0.1041,0.0363,2.1036,0.7506,52.7919,264.272
X0,66.2667,129.7118,0.5373,10.5393,11.2243,19.4627,24.3275,1.1035,-0.1678,-0.0094,15.8,0.413,0.0784,0.0939,1.4587,1.1525,36.0265,264.272
X0,68.0222,141.6482,-4.2327,10.3775,15.4491,24.2327,30.0271,0.7917,0.0319,-0.0096,15.7,0.566,0.075,0.1017,3.0468,0.7337,54.3791,278.088
X0,72.9333,126.4391,-2.5482,10.8002,19.8182,22.5482,29.6525,1.0513,0.0293,-0.009,15.74,0.578,0.0837,0.0685,2.1166,0.8304,70.9141,260.078
X0,68.7889,144.6291,-1.8809,10.078,12.6391,21.8809,29.6544,0.8526,-0.0943,-0.0082,15.8,0.448,0.0502,0.084,0.993,0.4782,46.4122,255.678
X0,71.7889,142.6736,-1.7336,10.2125,14.2328,21.7336,29.4636,0.8899,0.2629,-0.0098,15.74,0.569,0.0256,0.084,1.2919,0.4254,40.9731,263.19
X0,72.7556,141.5918,-0.1891,10.3348,7.9109,20.1891,25.4798,0.8636,-0.0379,-0.011,16.07,0.394,0.0345,0.085,1.1253,0.6385,46.3636,273.162
X0,66.2556,132.6218,17.9782,10.4305,16.3736,22.0218,29.185,1.1538,0.1615,-0.0089,15.84,0.392,0.0768,0.0969,2.9666,1.0323,57.0629,264.26
X0,59.9889,135.6036,-15.31,10.8851,26.32,35.31,41.7353,1.1008,0.0546,-0.0051,15.9,0.131,0.0729,0.0969,1.7505,0.8041,38.9294,264.272
X0,64.7222,117.2991,26.1536,10.8541,15.4336,13.8464,19.162,1.0738,-0.1853,-0.0075,15.84,0.243,0.0671,0.0942,3.3641,0.7747,45.2579,266.284
X0,61.2222,126.8045,0.2309,10.7128,16.7373,19.7691,28.0695,1.0433,-0.2197,-0.0054,15.8,0.262,0.0699,0.077,2.2657,0.7162,65.1163,263.664
X0,72.3667,128.9682,6.2636,10.616,7,13.7364,17.925,0.9292,-0.2838,-0.0109,15.78,0.625,0.0326,0.1016,3.5519,0.7852,29.2571,264.272
X0,68.6,144.4655,-0.7036,10.087,8.4078,20.7036,26.841,0.9847,-0.4489,-0.012,15.99,0.393,0.0322,0.0806,2.4426,1.1638,39.2894,250.694
X0,61.8333,157.35,3.9055,9.9616,18.7055,34.6618,45.7731,1.0213,0,-0.0068,15.68,0.424,0.0586,0.0224,2.822,0.6901,61.7647,263.176
X0,75.8667,131.7664,4.0809,10.4983,13.4254,15.9191,19.9076,1.0244,-0.1443,-0.0114,15.73,0.413,0.0923,0.1061,1.1728,0.7506,31.7181,264.272
X0,72.9667,139.4373,-4.4309,10.7565,22.5082,24.4309,35.1566,0.7794,-0.0129,-0.011,15.75,0.535,0.0999,0.0272,3.3413,0.8469,26.2741,266.76
X0,73.3667,143.9064,-3.7045,10.2874,15.1481,23.7045,31.622,0.9545,-0.1513,-0.0128,15.7,0.286,0.0603,0.1017,2.9395,0.8616,22.6562,264.272
X0,63.3778,126.2627,22.7927,10.5052,12.36,17.2073,24.8429,0.9557,0.0581,-0.0051,15.77,0.582,0.1179,0.0529,3.2629,1.0551,147.4201,261.144
X0,61.7222,146.2918,27.3,9.9994,4.3998,12.7,19.159300000000002,1.0329,0.4459,-0.0059,15.83,0.315,0.0795,0.0946,3.5204,0.596,111.3924,248.082
X0,75.2889,140.6818,-2.3109,10.6478,17.2718,22.3109,31.317,0.9439,0.0167,-0.0124,15.76,0.067,0.1235,0.0315,3.2464,0.5329,55.5891,277.3
X0,66.5222,127.3464,3.2491,10.5308,12.4782,16.7509,23.4873,0.8567,-0.027,-0.0113,15.95,0.18,0.0215,0.097,3.297,0.8883,37.9691,250.556
X0,73,145.0136,-2.9818,10.1625,10.1857,22.9818,28.4637,0.8557,-0.0267,-0.0122,15.81,0.916,0.128,0.1104,2.3682,0.9066,18.8139,264.272
X0,67.6778,131.8055,4.5027,10.5277,14.5309,15.4973,22.3374,0.9695,-0.0344,-0.0057,15.76,0.321,0.0634,0.0994,2.4158,1.1815,54.0305,250.398
X0,72.3444,148.4955,2.9545,9.8641,6.6796,17.0455,23.5939,0.8898,-0.1421,-0.014,15.67,0.212,0.0856,0.1002,2.0442,0.7584,35.094,264.272
X0,65.9556,140.1782,-9.2836,10.5601,22.15,29.2836,39.6517,0.9581,-0.2303,-0.0034,15.78,0.138,0.0921,0.0871,2.3042,0.7574,162.3188,259.52
X0,74.7778,143.65,-2.5191,10.1775,13.3464,22.5191,32.4481,0.8282,-0.078,-0.0113,15.76,0.54,0.053,0.1033,3.579,0.815,36.404,248.476
X0,61.8778,129.36,10.08,10.9064,28.3818,29.92,40.5205,0.8153,0.02,-0.004,15.8,0.519,0.0699,0.0776,3.6655,1.0551,82.243,245.474
X0,72,129.0391,1.4409,10.6586,12.3423,18.5591,22.3245,0.9157,-0.0226,-0.0121,15.7,0.227,0.0609,0.1003,2.7457,0.9359,48.1328,255.336
X0,66.7111,127.3373,29.1164,10.1586,10.4873,10.8836,17.7568,0.8446,0.1224,-0.0056,15.8,0.178,0.0699,0.0778,2.6404,0.8735,66.5169,265.82
X0,62.9333,131.8027,24.3791,10.2112,13.5597,15.6209,23.4736,0.9761,0.0411,-0.0059,15.59,0.241,0.0513,0.0243,3.0229,1.1054,113.5593,268.228
X0,67.1222,150.0509,0.1664,10.032,11.2309,19.8336,26.1038,1.1113,0.0685,-0.0117,15.89,0.375,0.0334,0.0932,3.3012,0.7153,41.9251,250.694
X0,68.6667,140.4845,-6.3391,10.4087,14.1363,26.3391,34.2074,0.8779,0.0627,-0.0113,15.72,0.302,0.0619,0.1087,1.2924,0.8859,35.3201,264.272
X0,68.4556,134.4645,3.1527,10.5231,14.9095,16.8473,22.7886,0.9211,-0.1031,-0.0076,15.98,0.546,0.0322,0.0353,2.0334,0.4685,59.5041,264.272
X0,62.9333,131.8027,24.3791,10.2112,13.5597,15.6209,23.4736,0.9761,0.0411,-0.0059,15.59,0.241,0.0513,0.0243,3.0229,1.1054,113.5593,268.228
X0,67.4,130.0436,3.8936,10.5782,13.8836,16.1064,23.3059,1.1167,-0.2918,-0.0126,15.85,0.152,0.0645,0.0938,2.4703,0.687,72.8713,265.816
X0,69.6333,150.5445,-6.3845,10.224,17.8509,26.3845,35.0053,0.8768,-0.1082,-0.0052,16.02,0.642,0.0347,0.1037,2.2592,0.6605,66.6667,264.272
X0,69.6222,139.4691,8.8173,10.0365,5.3852,11.1827,14.5322,0.9875,-0.3559,-0.0077,15.84,0.106,0.0785,0.0841,3.4297,0.4389,62.439,264.272
X0,76.4667,128.5682,4.2391,10.4125,8.5982,15.7609,22.3582,1.1555,0.2176,-0.0133,15.7,0.455,0.0603,0.091,2.9536,0.815,33.9623,250.452
X0,66.7333,130.2973,2.8618,10.4568,11.3909,17.1382,22.83,1.0149,0.0577,-0.0101,15.95,0.27,0.0304,0.0929,1.9554,0.9588,55.377,258.464
X0,66.7,126.7882,4.7864,10.637,12.6318,15.2136,20.9566,1.1176,0.0041,-0.0078,15.85,0.189,0.0887,0.086,1.7793,0.7574,55.04,266.674
X0,72.1111,145.0118,-2.5418,10.3809,15.2091,22.5418,30.2702,0.7924,0.1053,-0.0107,15.47,0.406,0.0861,0.1104,1.6937,0.5967,67.907,269.968
X0,70.1667,136.0782,16.7909,10.4077,16.6345,23.2091,29.5358,1.0258,0.1716,-0.0055,15.64,0.442,0.0608,0.0734,1.5979,1.1086,78.0045,268.006
X0,73.0667,144.5391,-5.3264,10.4104,22.33,25.3264,36.1696,0.5633,0.1559,-0.0104,15.73,0.663,0.1218,0.0356,2.5024,0.6268,40.4332,264.272
X0,66.9889,139.7227,-0.9236,10.3332,19.1064,20.9236,32.7145,0.8076,-0.1755,-0.0112,15.71,0.933,0.0734,0.1062,2.8475,0.7954,59.6882,264.272
X0,72.7778,133.2855,0.1536,10.4768,13.1809,19.8464,26.26,0.914,-0.0432,-0.0125,15.78,0.366,0.1123,0.1092,3.7237,1.1623000000000001,32.1285,253.846
X0,76.1667,132.4045,1.7082,10.4393,13.7437,18.2918,23.195,1.2168,0.1819,-0.0102,15.71,0.413,0.0734,0.0858,1.7295,0.815,77.8325,267.64
X0,66.3778,143.4991,-3.1518,10.4319,9.8518,23.1518,27.1912,1.0414,-0.033,-0.0092,15.61,0.105,0.0956,0.1039,2.1517,0.9916,14.1113,263.106
X0,71.4222,144.1236,0.0627,10.1262,7.8182,19.9373,23.9783,0.963,-0.1776,-0.0099,15.87,0.631,0.112,0.0975,1.2723,0.9329,55.4855,264.272
X0,75.5556,129.3791,0.4782,10.6233,14.22,19.5218,25.2876,0.9409,-0.0483,-0.0114,15.52,0.29,0.1192,0.0881,2.462,0.5765,45.6641,264.272
X0,70.2222,141.3545,-0.4109,10.4792,16.2618,20.4109,28.2958,0.8794,0.0531,-0.0109,15.73,0.751,0.045,0.0323,2.5781,0.565,63.0137,266.118
X0,68.1333,133.8964,-0.2627,10.5364,10.1343,20.2627,24.7094,0.9086,0.0915,-0.0115,15.83,0.56,0.1053,0.1058,1.2803,0.5284,39.0033,257.312
X0,69.2,129.83,2.6173,10.4862,10.1573,17.3827,21.7381,1.0509,-0.3403,-0.0054,15.83,0.492,0.0978,0.0977,2.1365,1.062,68.8372,264.592
X0,67.9444,131.3264,0.9518,10.6303,16.2372,19.0482,26.3334,0.8905,-0.0057,-0.0071,15.98,0.456,0.0291,0.0623,2.538,0.7681,67.7249,266.496
X0,68.7,136.9045,0.2527,10.3295,13.8554,19.7473,28.1237,1.0987,0.0718,-0.014,15.65,0.343,0.0571,0.085,5.9584,0.6066,32.1142,248.144
X0,67.3889,141.3827,-2.6273,10.253,12.9899,22.6273,30.4537,1.0687,0.1886,-0.013,15.86,0.32,0.122,0.1065,2.6882,0.685,35.3506,266.478
X0,74.0111,138.0036,-1.0545,10.3719,13.4346,21.0545,32.1132,1.1989,-0.014,-0.0108,15.7,0.44,0.0609,0.0684,3.9688,1.1623000000000001,23.0415,264.272
X0,66.2111,132.2891,4.0736,10.3939,8.7378,15.9264,17.8882,1.4054,-0.1805,-0.013,15.58,0.546,0.119,0.1011,2.181,0.4817,33.7812,249.892
X0,76.4667,128.5682,4.2391,10.4125,8.5982,15.7609,22.3582,1.1555,0.2176,-0.0133,15.7,0.455,0.0603,0.091,2.9536,0.815,33.9623,250.452
X0,62.8889,150.7873,17.3873,9.6798,9.3895,22.6127,27.4102,1.2603,0.3035,-0.0078,16.05,0.365,0.0381,0.0247,2.4997,1.0644,69.6774,265.49
X0,73.9222,134.6245,2.44,10.5956,14.4828,17.56,24.7969,0.9575,0.163,-0.0098,15.81,0.504,0.128,0.0328,3.0492,0.6787,45.6853,264.272
X0,68.7222,123.4136,2.6373,10.7791,16.8227,17.3627,22.698,1.0692,0.2009,-0.0083,15.87,0.113,0.0463,0.085,2.3464,0.5799,36.1991,248.99
X0,66.0222,136.8891,-4.6109,10.4773,15.2727,24.6109,31.4433,0.8932,0.0413,-0.0142,15.81,0.146,0.0814,0.0733,3.1314,1.1213,25.3521,264.272
X0,74.7,145.3527,-2.5945,10.2442,6.7378,22.5945,27.401,0.84,-0.417,-0.0121,15.86,0.662,0.0496,0.0845,1.6733,0.5669,44.4444,264.272
X0,69.0667,125.3255,25.0382,10.4823,9.691,14.9618,20.2052,1.0083,0.0715,-0.0091,15.96,0.315,0.0588,0.0769,5.6218,0.5279,96.9697,261.338
X0,74.0889,139.9836,1.1991,10.2505,7.7727,18.8009,23.8213,0.8811,-0.2361,-0.0084,16.09,0.335,0.0206,0.085,1.8051,0.7233,51.0386,256.512
X0,70.3667,135.8409,7.1009,10.1419,9.8904,12.8991,18.1563,0.8638,-0.2762,-0.0089,15.8,0.499,0.0502,0.0979,1.8037,0.4782,54.1608,265.098
X0,68.9556,137.1045,-0.3236,10.4302,10.2582,20.3236,24.2157,1.0326,-1e-4,-0.0118,15.72,0.124,0.0697,0.0658,1.6014,0.7642,33.9703,263.058
X0,69.7556,132.3682,0.7655,10.4556,8.8098,19.2345,25.2115,0.8485,0.1732,-0.0089,15.97,0.174,0.0413,0.0909,2.4422,0.9826,63.6872,253.182
